state_abbr,s_StudyID,s_Study_Design,s_Study_Rating,s_Study_Page_URL,findings_n,interventions_n,weighted_outcome_sample,mean_effect_size_wwc,mean_improvement_index
MD,85645,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/85645,5,0,22147.0,0.0009991311199635004,-0.2
MD,86152,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/86152,4,1,1049.5,0.14032134158796683,5.5
MD,86174,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/86174,1,0,42.0,-0.390950027374339,-15.0
MD,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
MD,87630,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/87630,4,0,239.85714285714283,0.2155322373525775,8.333333333333334
MD,88740,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/88740,6,0,1672.5,0.38250415515592134,7.666666666666667
MD,89235,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89235,10,1,2588.5,0.357605673807994,5.8
MD,89792,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89792,18,0,9387.0,0.11112002867127946,2.9444444444444446
MD,89839,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89839,4,0,40.57142857142857,0.07801682713820378,3.0
MD,89847,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/89847,1,0,26.375,-0.157735550869625,-6.0
MD,89859,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89859,7,0,1158.75,,5.571428571428571
MD,90091,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90091,6,0,142.375,0.1649411504023994,6.333333333333333
MD,90790,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90790,9,0,10354.384615384615,0.11986484868768077,4.777777777777778
ME,131,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/131,7,0,3539.5,0.24363121583570924,9.285714285714286
ME,70514,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/70514,3,0,660.0,0.35855162842821636,15.666666666666666
ME,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
ME,87321,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87321,118,0,14108.846153846154,0.18732667746261944,7.0495049504950495
ME,87535,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87535,6,0,3393.333333333333,0.199745470330223,5.666666666666667
ME,88841,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/88841,4,0,36.0,,
ME,89442,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89442,13,0,2185.8571428571427,0.09983846333177503,4.083333333333333
ME,89782,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89782,7,0,4152.4,0.12346289954849014,3.4285714285714284
ME,90089,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90089,2,0,271.66666666666663,0.05885172149853799,2.5
ME,90790,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90790,9,0,10354.384615384615,0.11986484868768077,4.777777777777778
MI,14407,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/14407,8,1,280.54166666666663,0.2946,11.6
MI,29870,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/29870,1,1,119.60000000000001,,23.0
MI,30012,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/30012,1,1,207.9,,8.0
MI,65085,Randomized controlled trial,Meets WWC standards without reservations,/Study/65085,10,1,12289.5,,1.6
MI,65127,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/65127,1,1,104.28571428571428,0.127630114071465,5.0
MI,65371,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/65371,9,1,462.72727272727275,0.3750378161015652,13.0
MI,81003,Randomized controlled trial,Meets WWC standards without reservations,/Study/81003,23,1,887.7142857142857,0.021395209620030203,0.782608695652174
MI,81746,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/81746,3,1,220.20000000000002,0.19659720964456398,7.666666666666667
MI,82098,Randomized controlled trial,Meets WWC standards with reservations,/Study/82098,2,0,1580.8571428571427,,2.5
MI,82100,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82100,2,1,1580.8571428571427,0.07118220383737028,2.5
MI,82128,Randomized controlled trial,Meets WWC standards without reservations,/Study/82128,12,1,2418.0,0.009692974024469093,0.9166666666666666
MI,82196,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82196,2,1,788.4285714285713,,0.0
MI,82197,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82197,2,1,1844.3333333333333,,0.0
MI,84221,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/84221,9,1,1666.0,0.003192531396614089,0.2222222222222222
MI,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
MI,87321,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87321,118,0,14108.846153846154,0.18732667746261944,7.0495049504950495
MI,89202,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89202,15,0,2891.6666666666665,0.38368132049246145,12.6
MI,89429,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/89429,1,0,657.5,0.0077146222995748,0.0
MI,89470,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89470,6,0,5479.090909090909,-0.004047550582012884,-0.16666666666666666
MI,89898,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/89898,2,0,5724.5,0.02239319736554225,1.0
MI,90089,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90089,2,0,271.66666666666663,0.05885172149853799,2.5
MI,90225,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90225,4,0,464.0,0.1609487213294015,6.5
MI,90296,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/90296,1,0,2128.7000000000003,-0.251943611941047,-10.0
MI,90658,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/90658,1,0,2119.0,0.219144425628919,9.0
MN,14407,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/14407,8,1,280.54166666666663,0.2946,11.6
MN,30012,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/30012,1,1,207.9,,8.0
MN,67297,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/67297,19,0,608.0,-0.21010672635487915,-11.631578947368421
MN,70947,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/70947,3,1,1502.3333333333333,0.8575365752542133,30.0
MN,78621,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/78621,16,0,534.0,-0.2619636527979254,-10.1875
MN,81830,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/81830,12,1,1693.6000000000001,0.11020461145858564,4.333333333333333
MN,82128,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82128,6,1,1221.6000000000001,-0.09049112192376868,-3.8333333333333335
MN,82128,Randomized controlled trial,Meets WWC standards without reservations,/Study/82128,30,1,6030.200000000001,-0.00575970139660081,-1.0666666666666667
MN,86109,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/86109,3,0,225.0,0.15225134074490868,5.666666666666667
MN,86123,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/86123,25,0,705.2,0.04064272609178279,1.52
MN,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
MN,87321,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87321,118,0,14108.846153846154,0.18732667746261944,7.0495049504950495
MN,87535,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87535,6,0,3393.333333333333,0.199745470330223,5.666666666666667
MN,88880,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/88880,9,1,1513.5,0.05732518513555702,2.2222222222222223
MN,89532,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89532,3,0,3304.5,0.1784031020247565,7.0
MN,89782,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89782,7,0,4152.4,0.12346289954849014,3.4285714285714284
MN,90262,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/90262,3,0,1914.0,0.0743943710415806,3.0
MN,90356,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/90356,36,0,1970097.0,0.07192800117862337,2.875
MN,90477,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90477,2,0,349.0,0.158377744377868,6.0
MN,90652,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90652,7,0,535.0,0.5127650509559609,19.142857142857142
MN,90790,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90790,9,0,10354.384615384615,0.11986484868768077,4.777777777777778
MO,14407,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/14407,8,1,280.54166666666663,0.2946,11.6
MO,64592,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/64592,4,1,46.0,0.4033177938130863,15.5
MO,81003,Randomized controlled trial,Meets WWC standards without reservations,/Study/81003,23,1,887.7142857142857,0.021395209620030203,0.782608695652174
MO,81478,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81478,10,1,875.5833333333333,0.15719305656822333,5.9
MO,81830,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/81830,12,1,1693.6000000000001,0.11020461145858564,4.333333333333333
MO,82128,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82128,6,1,1221.6000000000001,-0.09049112192376868,-3.8333333333333335
MO,82128,Randomized controlled trial,Meets WWC standards without reservations,/Study/82128,18,1,3612.2000000000003,-0.036665052238740614,-2.388888888888889
MO,82553,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82553,4,0,994.4000000000001,0.16744942123804749,6.75
MO,86043,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/86043,3,1,4921.5,0.10440974808460513,4.0
MO,86122,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/86122,6,0,481.0,1.1562187971676594,32.0
MO,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
MO,87321,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87321,118,0,14108.846153846154,0.18732667746261944,7.0495049504950495
MO,88880,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/88880,9,1,1513.5,0.05732518513555702,2.2222222222222223
MO,89868,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/89868,12,0,3818.8571428571427,0.01317530760775513,0.4166666666666667
MO,89868,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89868,12,0,3818.8571428571427,0.013156167920148449,0.4166666666666667
MO,90225,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90225,4,0,464.0,0.1609487213294015,6.5
MO,90285,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90285,4,0,438.80000000000007,-0.06418949516054939,-2.5
MO,90296,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/90296,1,0,2128.7000000000003,-0.251943611941047,-10.0
MO,90654,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/90654,2,0,200.0,0.189765669661338,7.5
MS,1121,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/1121,2,1,571.6666666666666,0.09274873159973471,3.5
MS,29870,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/29870,1,1,119.60000000000001,,23.0
MS,81478,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81478,10,1,875.5833333333333,0.15719305656822333,5.9
MS,81638,Randomized controlled trial,Meets WWC standards without reservations,/Study/81638,2,0,148.28571428571428,,6.5
MS,81746,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/81746,3,1,220.20000000000002,0.19659720964456398,7.666666666666667
MS,81830,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/81830,12,1,1693.6000000000001,0.11020461145858564,4.333333333333333
MS,82128,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82128,6,1,1221.6000000000001,-0.09049112192376868,-3.8333333333333335
MS,82128,Randomized controlled trial,Meets WWC standards without reservations,/Study/82128,30,1,6030.200000000001,-0.00575970139660081,-1.0666666666666667
MS,82553,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82553,4,0,994.4000000000001,0.16744942123804749,6.75
MS,82909,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82909,3,0,93.33333333333333,,
MS,87321,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87321,118,0,14108.846153846154,0.18732667746261944,7.0495049504950495
MS,88880,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/88880,9,1,1513.5,0.05732518513555702,2.2222222222222223
MS,90225,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90225,4,0,464.0,0.1609487213294015,6.5
MT,14407,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/14407,8,1,280.54166666666663,0.2946,11.6
MT,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
NC,163,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/163,29,0,16839.333333333332,0.07274427612589737,2.9310344827586206
NC,500,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/500,24,0,8240.666666666666,0.046296070055547124,1.8333333333333333
NC,29870,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/29870,1,1,119.60000000000001,,23.0
NC,32031,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/32031,2,0,3752.333333333333,-0.08780774536079135,-3.5
NC,77028,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/77028,6,0,223.71428571428572,,4.833333333333333
NC,77299,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/77299,1,1,46.5625,0.112191716858976,4.0
NC,78077,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/78077,9,1,760.5,-0.020522128170763387,-0.3333333333333333
NC,78087,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/78087,10,0,20256.0,,8.3
NC,79019,Randomized controlled trial,Meets WWC standards without reservations,/Study/79019,21,1,3938.75,0.12056809650149178,4.761904761904762
NC,81428,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/81428,16,0,1464986.111111111,,0.875
NC,81433,Randomized controlled trial,Meets WWC standards without reservations,/Study/81433,10,0,2297.833333333333,0.3962562693277202,15.2
NC,81447,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/81447,6,0,342.25,0.41,12.666666666666666
NC,81478,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81478,10,1,875.5833333333333,0.15719305656822333,5.9
NC,82904,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82904,1,1,152.83333333333331,0.191998492358146,6.0
NC,82904,Randomized controlled trial,Meets WWC standards without reservations,/Study/82904,1,1,113.16666666666666,0.259785612131792,10.0
NC,85477,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/85477,1,0,682.6666666666666,-0.0569978506647449,-2.0
NC,85516,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/85516,22,1,37873.22222222222,0.19397960096453054,7.636363636363637
NC,85518,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/85518,13,1,1953.909090909091,0.23452534013614063,9.307692307692308
NC,85538,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/85538,6,1,463.71428571428567,0.14412486355040896,5.666666666666667
NC,85645,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/85645,5,0,22147.0,0.0009991311199635004,-0.2
NC,86123,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/86123,25,0,705.2,0.04064272609178279,1.52
NC,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
NC,87321,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87321,118,0,14108.846153846154,0.18732667746261944,7.0495049504950495
NC,87630,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/87630,4,0,239.85714285714283,0.2155322373525775,8.333333333333334
NC,88818,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/88818,10,0,45459.0,0.19253917065789541,8.5
NC,89171,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89171,72,1,21627.666666666664,0.028279045182326816,1.1527777777777777
NC,89371,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89371,56,0,38709.33333333333,0.0027065320354599486,0.15217391304347827
NC,89372,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89372,9,0,4424.400000000001,0.544690441264266,19.333333333333332
NC,89868,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/89868,12,0,3818.8571428571427,0.01317530760775513,0.4166666666666667
NC,89868,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89868,12,0,3818.8571428571427,0.013156167920148449,0.4166666666666667
NC,89964,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89964,2,0,379.66666666666663,-0.0010953407223610497,0.0
NC,90081,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/90081,2,0,121.66666666666666,0.10251965598904345,4.0
NC,90086,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90086,9,0,8010.999999999999,0.07236802220922357,2.5555555555555554
NC,90218,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/90218,2,0,229.25,0.21895845176575351,8.5
NC,90949,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90949,8,0,157.33333333333331,0.7166821692698383,25.875
ND,90296,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/90296,1,0,2128.7000000000003,-0.251943611941047,-10.0
NE,40473,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/40473,7,1,1167.4444444444443,0.04607932929627497,1.7142857142857142
NE,77299,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/77299,1,1,46.5625,0.112191716858976,4.0
NE,81447,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/81447,6,0,342.25,0.41,12.666666666666666
NE,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
NE,90225,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90225,4,0,464.0,0.1609487213294015,6.5
NE,90301,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90301,33,0,502.40000000000003,0.13139845902177957,3.727272727272727
NE,90318,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/90318,8,0,345507.0,0.23041798564215277,9.125
NH,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
NH,88841,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/88841,4,0,36.0,,
NJ,29247,Randomized controlled trial,Meets WWC standards without reservations,/Study/29247,9,1,586.3333333333333,,2.6666666666666665
NJ,63460,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/63460,3,1,70.66666666666666,,0.0
NJ,67271,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/67271,6,0,1487.142857142857,-0.027289559475774217,-1.0
NJ,71018,Randomized controlled trial,Meets WWC standards without reservations,/Study/71018,1,0,818.6666666666666,0.0205480031994452,1.0
NJ,77320,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/77320,2,1,850.0,0.06644074410793266,2.5
NJ,81473,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81473,12,0,193.71428571428572,0.5892717660524036,21.181818181818183
NJ,81569,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81569,2,0,86.66666666666666,0.6000141639602434,22.5
NJ,82098,Randomized controlled trial,Meets WWC standards with reservations,/Study/82098,2,0,1580.8571428571427,,2.5
NJ,82100,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82100,2,1,1580.8571428571427,0.07118220383737028,2.5
NJ,82196,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82196,2,1,788.4285714285713,,0.0
NJ,82197,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82197,2,1,1844.3333333333333,,0.0
NJ,85518,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/85518,13,1,1953.909090909091,0.23452534013614063,9.307692307692308
NJ,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
NJ,87321,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87321,118,0,14108.846153846154,0.18732667746261944,7.0495049504950495
NJ,88814,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/88814,3,0,2094.0,0.6756210000585331,24.333333333333332
NJ,89415,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/89415,4,0,156.0,-0.005574674608622987,15.0
NJ,89839,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89839,4,0,40.57142857142857,0.07801682713820378,3.0
NJ,89847,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/89847,1,0,26.375,-0.157735550869625,-6.0
NJ,90091,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90091,6,0,142.375,0.1649411504023994,6.333333333333333
NJ,90219,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/90219,5,0,6086.5,0.012498808031651251,1.0
NJ,94627,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/94627,15,0,9592.75,0.027109936536759454,1.0
NM,163,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/163,29,0,16839.333333333332,0.07274427612589737,2.9310344827586206
NM,500,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/500,24,0,8240.666666666666,0.046296070055547124,1.8333333333333333
NM,14407,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/14407,8,1,280.54166666666663,0.2946,11.6
NM,29870,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/29870,1,1,119.60000000000001,,23.0
NM,67297,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/67297,19,0,608.0,-0.21010672635487915,-11.631578947368421
NM,78621,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/78621,16,0,534.0,-0.2619636527979254,-10.1875
NM,81447,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/81447,6,0,342.25,0.41,12.666666666666666
NM,81746,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/81746,3,1,220.20000000000002,0.19659720964456398,7.666666666666667
NM,82205,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82205,15,0,676.5,1.2091440156793116,35.86666666666667
NM,82959,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82959,7,0,4917.5,0.24952666508424354,9.571428571428571
NM,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
NM,89171,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/89171,72,1,21627.666666666664,0.028279045182326816,1.1527777777777777
NV,77299,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/77299,1,1,46.5625,0.112191716858976,4.0
NV,81830,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/81830,12,1,1693.6000000000001,0.11020461145858564,4.333333333333333
NV,82128,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82128,6,1,1221.6000000000001,-0.09049112192376868,-3.8333333333333335
NV,82128,Randomized controlled trial,Meets WWC standards without reservations,/Study/82128,30,1,6030.200000000001,-0.00575970139660081,-1.0666666666666667
NV,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
NV,88880,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/88880,9,1,1513.5,0.05732518513555702,2.2222222222222223
NY,30012,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/30012,1,1,207.9,,8.0
NY,30135,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/30135,4,1,431.22222222222223,,13.75
NY,30639,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/30639,1,1,156.5,,-2.0
NY,40473,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/40473,7,1,1167.4444444444443,0.04607932929627497,1.7142857142857142
NY,63484,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/63484,2,1,183.5,0.07112031012624301,2.5
NY,67280,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/67280,4,0,1174.6666666666665,,3.75
NY,67294,Randomized controlled trial,Meets WWC standards without reservations,/Study/67294,14,0,0.0,,0.6428571428571429
NY,67301,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/67301,176,0,5455.200000000001,,8.823863636363637
NY,77028,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/77028,6,0,223.71428571428572,,4.833333333333333
NY,77299,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/77299,1,1,46.5625,0.112191716858976,4.0
NY,77968,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/77968,15,1,2143.0,0.21772486462549834,8.266666666666667
NY,78510,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/78510,9,1,1294.5,0.104424850921394,8.11111111111111
NY,78712,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/78712,34,1,1953.5,0.3231532575010971,11.911764705882353
NY,79013,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/79013,5,0,907.5,,5.0
NY,79014,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/79014,3,0,963.0,0.23199171528734033,9.0
NY,79014,Randomized controlled trial,Meets WWC standards with reservations,/Study/79014,3,0,963.0,0.24975953006583604,10.0
NY,79330,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/79330,18,1,6876.0,,1.2777777777777777
NY,80616,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/80616,20,0,4386.0,,3.95
NY,81428,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/81428,16,0,1464986.111111111,,0.875
NY,81473,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/81473,12,0,193.71428571428572,0.5892717660524036,21.181818181818183
NY,81646,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/81646,8,0,9346.0,0.11493835487594682,3.375
NY,81830,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/81830,12,1,1693.6000000000001,0.11020461145858564,4.333333333333333
NY,82128,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82128,6,1,1221.6000000000001,-0.09049112192376868,-3.8333333333333335
NY,82128,Randomized controlled trial,Meets WWC standards without reservations,/Study/82128,30,1,6030.200000000001,-0.00575970139660081,-1.0666666666666667
NY,82553,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/82553,4,0,994.4000000000001,0.16744942123804749,6.75
NY,82590,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/82590,30,0,16700.600000000002,0.007626804058397247,0.4
NY,85516,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/85516,22,1,37873.22222222222,0.19397960096453054,7.636363636363637
NY,85518,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/85518,13,1,1953.909090909091,0.23452534013614063,9.307692307692308
NY,85538,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/85538,6,1,463.71428571428567,0.14412486355040896,5.666666666666667
NY,86152,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/86152,4,1,1049.5,0.14032134158796683,5.5
NY,86174,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/86174,1,0,42.0,-0.390950027374339,-15.0
NY,87293,Randomized Controlled Trial,Meets WWC standards with reservations,/Study/87293,4,0,288.51162790697674,0.3851747268965773,14.75
NY,87321,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/87321,118,0,14108.846153846154,0.18732667746261944,7.0495049504950495
NY,87630,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/87630,4,0,239.85714285714283,0.2155322373525775,8.333333333333334
NY,88785,Randomized Controlled Trial,Meets WWC standards without reservations,/Study/88785,14,1,12982.0,0.15602575373714966,6.142857142857143
NY,88814,Quasi-Experimental Design,Meets WWC standards with reservations,/Study/88814,3,0,2094.0,0.6756210000585331,24.333333333333332
